Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
ENTRE RIOS,Nogoyá,XX de Setiembre,30077080,0,0,0,0,0,0,0,41,41
ENTRE RIOS,OTROS,OTROS,Sin Datos,0,0,0,0,7199,0,0,0,7199
ENTRE RIOS,Paraná,Cerrito,30084050,200,954,0,0,0,1,0,94,1249
ENTRE RIOS,Paraná,Colonia Avellaneda,30084060,366,0,0,0,0,0,0,58,424
ENTRE RIOS,Paraná,Crespo,30084070,991,6029,0,301,0,0,0,94,7415
ENTRE RIOS,Paraná,Crucesitas Séptima Sección,30084095,0,0,0,0,0,0,0,118,118
ENTRE RIOS,Paraná,El Ramblón,30084095,0,0,0,0,0,0,0,18,18
ENTRE RIOS,Paraná,Hasenkamp,30084100,0,845,0,2,0,1,0,224,1072
ENTRE RIOS,Paraná,Hernandarias,30084110,0,414,0,0,0,0,0,25,439
ENTRE RIOS,Paraná,La Picada,30084120,7,0,0,1,0,0,0,0,8
ENTRE RIOS,Paraná,Las Tunas,30084130,0,0,0,0,0,0,0,54,54
ENTRE RIOS,Paraná,María Grande,30084140,0,1481,1,419,93,0,0,239,2233
ENTRE RIOS,Paraná,Oro Verde,30084150,335,1,0,0,0,0,0,60,396
ENTRE RIOS,Paraná,OTROS,Sin Datos,0,0,0,0,0,0,0,13,13
ENTRE RIOS,Paraná,Paraná,30084160,6077,81039,14,5706,7,1,0,1204,94048
ENTRE RIOS,Paraná,San Benito,30084200,137,1074,0,0,0,0,0,184,1395
ENTRE RIOS,Paraná,Seguí,30084230,1,423,0,0,0,1,0,292,717
ENTRE RIOS,Paraná,Tabossi,30084250,0,308,0,54,0,0,0,128,490
ENTRE RIOS,Paraná,Viale,30084270,925,292,0,136,0,0,0,801,2154
ENTRE RIOS,Paraná,Villa Urquiza,30084300,1,0,0,0,0,0,0,0,1
ENTRE RIOS,Paraná,Pueblo Brugo,30084180,0,0,0,0,0,0,0,45,45
ENTRE RIOS,Paraná,Aldea María Luisa,30084010,0,0,0,0,0,0,0,8,8
ENTRE RIOS,Paraná,Aldea San Rafael,30084020,0,0,0,0,0,0,0,9,9
ENTRE RIOS,Paraná,El Palenque,30084080,0,0,0,0,0,0,0,5,5
ENTRE RIOS,Paraná,El Pingo,30084090,0,0,0,0,0,0,0,50,50
ENTRE RIOS,Paraná,Sauce Montrull,30084210,0,0,0,0,0,0,0,71,71
ENTRE RIOS,San Salvador,General Campos,30088010,1,0,0,0,0,1,0,232,234
ENTRE RIOS,San Salvador,San Salvador,30088020,458,0,0,720,1,0,0,2,1181
ENTRE RIOS,Tala,Durazno,30091020,10,0,0,0,0,0,0,44,54
ENTRE RIOS,Tala,Gobernador Echagüe,30091040,0,0,0,0,22,0,0,0,22
ENTRE RIOS,Tala,Gobernador Mansilla,30091050,0,0,0,0,160,0,0,21,181
ENTRE RIOS,Tala,Gobernador Solá,30091060,0,0,0,0,25,0,0,0,25
ENTRE RIOS,Tala,Maciá,30091090,0,209,0,0,180,0,0,0,389
ENTRE RIOS,Tala,Rosario del Tala,30091100,1218,0,0,213,970,0,0,0,2401
ENTRE RIOS,Uruguay,1º de Mayo,30098090,0,0,0,26,0,0,0,152,178
ENTRE RIOS,Uruguay,Basavilbaso,30098010,784,0,0,789,0,1,0,774,2348
ENTRE RIOS,Uruguay,Caseros,30098020,101,0,0,707,6,0,0,61,875
ENTRE RIOS,Uruguay,Colonia Elía,30098030,0,0,0,0,0,0,0,163,163
ENTRE RIOS,Uruguay,Concepción del Uruguay,30098040,5332,8545,6,6815,0,0,0,2930,23628
ENTRE RIOS,Uruguay,Herrera,30098060,126,0,0,0,0,0,0,72,198
ENTRE RIOS,Uruguay,Líbaros,30098080,0,0,0,0,0,0,0,37,37
ENTRE RIOS,Uruguay,Pronunciamiento,30098100,0,0,0,31,0,0,0,194,225
ENTRE RIOS,Uruguay,Rocamora,30098110,0,0,0,0,0,0,0,60,60
ENTRE RIOS,Uruguay,Santa Anita,30098120,0,0,0,305,0,0,0,63,368
ENTRE RIOS,Uruguay,Villa Mantero,30098130,40,0,0,196,0,1,0,38,275
ENTRE RIOS,Uruguay,Villa San Justo,30098140,0,0,0,455,0,0,0,82,537
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),30098150,0,0,0,0,0,0,0,57,57
ENTRE RIOS,Uruguay,Las Moscas,30098070,0,0,0,7,0,0,0,46,53
ENTRE RIOS,Uruguay,Estancia San Pedro,30098030,0,0,0,0,0,0,0,3,3
ENTRE RIOS,Victoria,Molino Doll,30105040,0,0,0,0,0,0,0,10,10
ENTRE RIOS,Victoria,Rincón de Nogoyá,30105040,0,0,0,0,0,0,0,19,19
ENTRE RIOS,Victoria,Victoria,30105060,4164,3,0,2,0,0,0,352,4521
ENTRE RIOS,Villaguay,Estación Raíces,30113010,34,0,0,0,0,0,0,5,39
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,30113020,0,0,0,0,0,0,0,44,44
ENTRE RIOS,Villaguay,Jubileo,30113030,0,0,0,16,0,0,0,65,81
ENTRE RIOS,Villaguay,Villa Clara,30113060,76,0,0,49,0,1,0,68,194
ENTRE RIOS,Villaguay,Villa Domínguez,30113070,0,0,0,30,0,0,0,114,144
ENTRE RIOS,Villaguay,Villaguay,30113080,1375,0,0,3361,1,0,0,1266,6003
ENTRE RIOS,Villaguay,Paso de la Laguna,30113050,0,0,0,0,0,0,0,39,39
FORMOSA,Bermejo,Fortín Soledad,34007003,0,0,0,0,1,0,0,7,8
FORMOSA,Bermejo,La Rinconada,34007007,0,0,0,0,0,0,0,8,8
FORMOSA,Bermejo,Laguna Yema,34007010,0,0,0,0,0,2,0,76,78
FORMOSA,Bermejo,Lamadrid,34007015,0,0,0,0,0,0,0,7,7
FORMOSA,Bermejo,Los Chiriguanos,34007020,0,0,0,0,0,0,0,40,40
FORMOSA,Bermejo,Pozo de Maza,34007030,0,0,0,0,1,1,0,16,18
FORMOSA,Bermejo,Pozo del Mortero,34007040,0,0,0,0,0,0,0,13,13
FORMOSA,Bermejo,Vaca Perdida,34007050,0,0,0,0,0,0,0,5,5
FORMOSA,Bermejo,Guadalcazar,34007005,0,0,0,0,0,0,0,9,9
FORMOSA,Formosa,Colonia Pastoril,34014010,0,0,0,0,0,0,0,74,74
FORMOSA,Formosa,Formosa,34014020,10052,16871,0,7281,32,5,0,7830,42071
FORMOSA,Formosa,Gran Guardia,34014030,0,0,0,0,0,0,0,69,69
FORMOSA,Formosa,Mariano Boedo,34014040,0,0,0,0,0,0,0,31,31
FORMOSA,Formosa,Mojón de Fierro,34014050,0,0,0,0,0,1,0,28,29
FORMOSA,Formosa,San Hilario,34014060,0,0,0,0,0,1,0,28,29
FORMOSA,Formosa,Villa del Carmen,34014070,0,0,0,80,0,2,0,56,138
FORMOSA,Laishi,Banco Payaguá,34021010,0,0,0,0,0,0,0,32,32
FORMOSA,Laishi,General Lucio Victorio Mansilla,34021020,12,0,0,0,0,2,0,167,181
FORMOSA,Laishi,Herradura,34021030,0,0,0,0,0,0,0,131,131
FORMOSA,Laishi,OTROS,Sin Datos,0,0,0,0,0,0,0,132,132
FORMOSA,Laishi,San Francisco de Laishi,34021040,0,0,0,0,0,3,0,239,242
FORMOSA,Laishi,Tatané,34021050,0,0,0,0,0,0,0,61,61
FORMOSA,Laishi,Villa Escolar,34021060,0,0,0,0,0,0,0,102,102
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,34028010,205,0,0,0,0,1,0,252,458
FORMOSA,Patiño,Bartolomé de las Casas,34035010,0,0,0,0,0,1,0,6,7
FORMOSA,Patiño,Comandante Fontana,34035030,0,0,0,0,0,0,0,751,751
FORMOSA,Patiño,Estanislao del Campo,34035050,37,0,0,0,0,0,0,157,194
FORMOSA,Patiño,Fortín Cabo 1º Lugones,34035060,0,0,0,0,0,0,0,145,145
FORMOSA,Patiño,Fortín Sargento 1º Leyes,34035070,0,0,0,0,0,0,0,6,6
FORMOSA,Patiño,Ibarreta,34035080,236,0,0,0,1,3,0,518,758
FORMOSA,Patiño,Juan G. Bazán,34035090,0,0,0,0,0,0,0,11,11
FORMOSA,Patiño,Las Lomitas,34035100,460,0,0,1526,1,5,0,232,2224
FORMOSA,Patiño,OTROS,Sin Datos,0,0,0,0,0,0,0,44,44
FORMOSA,Patiño,Posta Cambio Zalazar,34035110,0,0,0,0,0,0,0,58,58
FORMOSA,Patiño,Pozo del Tigre,34035120,34,0,0,200,0,1,0,190,425
FORMOSA,Patiño,San Martín II,34035140,0,0,0,1,0,0,0,369,370
FORMOSA,Patiño,Subteniente Perín,34035150,0,0,0,0,0,1,0,71,72
FORMOSA,Patiño,Villa General Güemes,34035160,0,0,0,2,1,0,0,446,449
FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,0,0,0,1,0,0,0,448,449
FORMOSA,Patiño,San Martín I,34035130,0,0,0,0,0,0,0,5,5
FORMOSA,Pilagás,Buena Vista,34042010,0,0,0,3,0,0,0,412,415
FORMOSA,Pilagás,El Espinillo,34042020,0,0,0,0,0,0,0,300,300
FORMOSA,Pilagás,Misión Tacaagle,34042040,0,0,0,0,0,0,0,149,149
FORMOSA,Pilagás,Tres Lagunas,34042060,23,0,0,0,0,0,0,97,120
FORMOSA,Pilagás,Laguna Gallo,34042030,0,0,0,0,0,1,0,5,6
FORMOSA,Pilagás,Portón Negro,34042050,0,0,0,0,0,2,0,0,2
FORMOSA,Pilcomayo,Clorinda,34049010,1170,24,0,2530,20,1,0,83,3828
FORMOSA,Pilcomayo,Laguna Blanca,34049020,40,0,0,315,1,0,0,630,986
FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,109,0,0,0,0,2,0,363,474
FORMOSA,Pilcomayo,Palma Sola,34049040,0,0,0,0,0,0,0,18,18
FORMOSA,Pilcomayo,Riacho He-He,34049060,0,0,0,1,0,0,0,414,415
FORMOSA,Pilcomayo,Siete Palmas,34049080,16,0,0,1,0,0,0,82,99
FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,0,0,0,0,0,0,0,3,3
FORMOSA,Pilcomayo,Riacho Negro,34049070,0,0,0,0,0,0,0,3,3
FORMOSA,Pirané,Colonia Campo Villafañe,34056010,0,0,0,52,0,0,0,145,197
FORMOSA,Pirané,El Colorado,34056020,1341,0,0,160,3,5,0,867,2376
FORMOSA,Pirané,Palo Santo,34056030,0,173,0,0,0,1,0,291,465
FORMOSA,Pirané,Pirané,34056040,0,0,0,957,101,6,0,464,1528
FORMOSA,Pirané,Villa Kilómetro 213,34056050,0,0,0,0,1,0,0,431,432
FORMOSA,Ramón Lista,El Potrillo,34063010,0,0,0,0,2,0,0,20,22
FORMOSA,Ramón Lista,El Quebracho,34063030,0,0,0,0,0,0,0,12,12
FORMOSA,Ramón Lista,General Mosconi,34063020,0,0,0,8,4,3,0,33,48
FORMOSA,Ramón Lista,OTROS,Sin Datos,0,0,0,0,0,8,0,0,8
JUJUY,Cochinoca,Abra Pampa,38007020,0,0,0,0,0,3,0,221,224
JUJUY,Cochinoca,Puesto del Marquéz,38007060,0,0,0,5,0,0,0,0,5
JUJUY,Cochinoca,La Redonda,38007055,0,0,0,0,0,2,0,0,2
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,73,78,0,0,0,0,0,0,151
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,0,0,0,0,0,0,0,111,111
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,7772,39567,0,34399,36,4,0,140,81918
JUJUY,Doctor Manuel Belgrano,Yala,38021070,0,0,0,0,0,2,0,3,5
JUJUY,Doctor Manuel Belgrano,La Almona,38021020,0,2,0,3,0,0,0,0,5
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,0,0,0,2,0,3,0,8,13
JUJUY,Doctor Manuel Belgrano,León,38021030,0,504,0,0,0,2,0,0,506
JUJUY,El Carmen,El Carmen,38014040,415,359,0,510,0,2,0,1,1287
JUJUY,El Carmen,Manantiales,38014060,0,0,0,0,0,2,0,0,2
JUJUY,El Carmen,Monterrico,38014070,0,1043,0,0,0,1,0,10,1054
JUJUY,El Carmen,Pampa Blanca,38014080,66,261,0,0,0,3,0,1,331
JUJUY,El Carmen,Perico,38014090,0,1380,0,575,0,1,0,12,1968
JUJUY,El Carmen,Puesto Viejo,38014100,0,87,0,0,0,1,0,0,88
JUJUY,El Carmen,Aguas Calientes,38014010,0,0,0,0,0,0,0,28,28
JUJUY,Humahuaca,El Aguilar,38028020,0,0,0,0,0,1,0,0,1
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,0,0,0,5,0,0,0,0,5
JUJUY,Humahuaca,Humahuaca,38028040,363,0,0,0,0,12,0,330,705
JUJUY,Humahuaca,Tres Cruces,38028050,0,0,0,5,0,0,0,0,5
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,3,0,0,5,0,0,0,0,8
JUJUY,Ledesma,Caimancito,38035030,202,0,0,0,0,1,0,38,241
JUJUY,Ledesma,Calilegua,38035040,0,500,0,0,0,1,0,144,645
JUJUY,Ledesma,Chalicán,38035050,0,0,0,0,0,0,0,78,78
JUJUY,Ledesma,Fraile Pintado,38035060,633,23,0,0,0,1,0,121,778
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60,6065,0,1000,0,3,0,787,7915
JUJUY,Ledesma,Yuto,38035110,0,0,0,0,0,2,0,176,178
JUJUY,OTROS,OTROS,Sin Datos,0,0,0,0,1085,0,0,0,1085
JUJUY,Palpalá,Carahunco,38042010,1,0,0,0,0,2,0,0,3
JUJUY,Palpalá,Centro Forestal,38042020,15,0,0,0,0,0,0,0,15
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1931,1004,0,3395,0,3,0,1,6334
JUJUY,Palpalá,Rio Blanco,38042010,0,53,0,21,0,0,0,0,74
JUJUY,Rinconada,Liviara,38049020,0,0,0,0,0,5,0,0,5
JUJUY,Rinconada,Loma Blanca,38049025,0,0,0,0,0,2,0,0,2
JUJUY,Rinconada,Nuevo Pirquitas,38049030,0,0,0,5,0,1,0,0,6
JUJUY,Rinconada,Coyaguaima,38049007,0,0,0,5,0,0,0,0,5
JUJUY,Rinconada,Orosmayo,38049035,0,0,0,5,0,0,0,0,5
JUJUY,Rinconada,Rinconada,38049040,0,0,0,0,0,4,0,0,4
JUJUY,Rinconada,Lagunillas de Farallón,38049010,0,0,0,9,0,0,0,0,9
JUJUY,San Antonio,Loteo Navea,38056020,0,0,0,77,0,0,0,0,77
JUJUY,San Antonio,San Antonio,38056030,1,130,0,0,0,1,0,0,132
JUJUY,San Antonio,El Ceibal,38056010,0,0,0,1,0,0,0,0,1
JUJUY,San Antonio,Los Alisos,38056017,1,0,0,0,0,0,0,0,1
JUJUY,San Pedro,La Esperanza,38063070,0,0,0,0,0,1,0,15,16
JUJUY,San Pedro,La Mendieta,38063090,0,0,0,0,0,1,0,240,241
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,5437,1334,0,1884,0,1,0,75,8731
JUJUY,San Pedro,San Lucas,38063170,0,0,0,0,0,0,0,10,10
JUJUY,San Pedro,Don Emilio,38063030,0,0,0,0,0,0,0,37,37
JUJUY,San Pedro,Rosario de Río Grande,38063150,0,0,0,0,0,0,0,54,54
JUJUY,SANTA BARBARA,El Fuerte,38070010,0,0,0,0,0,5,0,0,5
JUJUY,SANTA BARBARA,El Piquete,38070020,71,0,0,0,0,0,0,29,100
JUJUY,SANTA BARBARA,El Talar,38070030,0,0,0,0,0,1,0,141,142
JUJUY,SANTA BARBARA,OTROS,Sin Datos,0,0,0,0,0,3,0,0,3
JUJUY,SANTA BARBARA,Palma Sola,38070040,0,0,0,0,0,1,0,115,116
JUJUY,SANTA BARBARA,Santa Clara,38070060,100,0,0,0,0,1,0,87,188
JUJUY,SANTA BARBARA,Vinalito,38070070,0,0,0,0,0,0,0,30,30
JUJUY,Santa Catalina,Casira,38077010,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Ciénega,38077020,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Cieneguillas,38077030,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Cusi Cusi,38077040,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Misarrumi,38077060,0,0,0,0,0,5,0,0,5
JUJUY,Santa Catalina,Oratorio,38077070,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Paicone,38077080,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Santa Catalina,38077100,0,0,0,5,0,2,0,0,7
JUJUY,Susques,El Toro,38084030,0,0,0,20,0,4,0,0,24
JUJUY,Susques,Huáncar,38084040,0,0,0,27,0,0,0,0,27
JUJUY,Susques,Olacapato,38084055,0,0,0,8,0,0,0,1,9
JUJUY,Susques,Olaroz Chico,38084060,0,0,0,30,0,1,0,6,37
JUJUY,Susques,Pastos Chicos,38084070,0,0,0,22,0,0,0,0,22
JUJUY,Susques,Puesto Sey,38084080,0,0,0,20,0,0,0,0,20
JUJUY,Susques,San Juan de Quillaqués,38084090,0,0,0,12,0,5,0,0,17
JUJUY,Susques,Susques,38084100,0,0,0,275,0,21,0,17,313
JUJUY,Susques,Coranzuli,38084020,0,0,0,60,0,0,0,0,60
JUJUY,Susques,Catua,38084010,0,0,0,70,0,0,0,0,70
JUJUY,Susques,Jama,38084045,0,0,0,11,0,0,0,0,11
JUJUY,Susques,Mina Providencia,38084050,0,0,0,5,0,0,0,0,5
JUJUY,Tilcara,Huacalera,38094020,0,0,0,5,0,0,0,0,5
JUJUY,Tilcara,Maimará,38094040,0,0,0,5,0,2,0,77,84
JUJUY,Tilcara,Tilcara,38094050,0,0,0,10,0,4,0,375,389
JUJUY,Tumbaya,Bárcena,38098010,0,0,0,0,0,0,0,111,111
JUJUY,Tumbaya,Purmamarca,38098030,75,0,0,0,0,0,0,1,76
JUJUY,Tumbaya,Volcán,38098050,1,0,0,0,0,0,0,93,94
JUJUY,Tumbaya,El Moreno,38098020,0,0,0,0,1,0,0,0,1
JUJUY,Tumbaya,Tumbaya,38098040,0,0,0,0,0,0,0,342,342
JUJUY,Valle Grande,Santa Ana,38105040,0,0,0,0,0,2,0,0,2
JUJUY,Yavi,Barrios,38112010,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,Cangrejillos,38112020,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,La Intermedia,38112040,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,La Quiaca,38112050,660,0,0,75,5,1,0,1,742
JUJUY,Yavi,Pumahuasi,38112070,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,Yavi Chico,38112090,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,Yavi,38112080,0,0,0,0,0,2,0,0,2
LA PAMPA,Atreucó,Doblas,42007010,0,333,0,40,0,1,0,41,415
LA PAMPA,Atreucó,Macachín,42007020,0,0,0,301,0,1,0,1004,1306
LA PAMPA,Atreucó,Miguel Riglos,42007030,0,0,0,3,0,1,0,110,114
LA PAMPA,Atreucó,Rolón,42007040,0,0,0,0,0,1,0,69,70
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,0,0,1,0,0,1,0,5,7
LA PAMPA,Caleu Caleu,La Adela,42014020,0,371,0,0,0,1,0,515,887
LA PAMPA,Caleu Caleu,Anzoategui,42014010,0,0,0,0,0,2,0,0,2
LA PAMPA,Capital,Anguil,42021010,0,138,0,2,99,1,0,334,574
LA PAMPA,Capital,Santa Rosa,42021020,1760,47023,66,1196,66,3,0,271,50385
LA PAMPA,Catriló,Catriló,42028010,0,541,1,686,327,2,0,0,1557
LA PAMPA,Catriló,La Gloria,42028020,0,0,0,0,24,0,0,0,24
LA PAMPA,Catriló,Lonquimay,42028030,0,278,0,1,71,1,0,0,351
LA PAMPA,Catriló,Uriburu,42028040,0,90,0,1,94,1,0,149,335
LA PAMPA,Chalileo,Santa Isabel,42049010,0,0,2,0,0,1,0,812,815
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,0,0,1,57,0,1,0,530,589
LA PAMPA,Chapaleufú,Ceballos,42056020,0,0,0,1,0,1,0,67,69
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,0,0,0,0,0,2,0,247,249
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,83,613,1,255,1,1,0,490,1444
LA PAMPA,Chapaleufú,Sarah,42056050,0,0,0,0,0,2,0,16,18
LA PAMPA,Chapaleufú,Vértiz,42056060,0,0,0,0,0,0,0,107,107
LA PAMPA,Chical Co,La Humada,42063020,0,0,0,0,0,1,0,152,153
LA PAMPA,Conhelo,Conhelo,42035010,0,0,0,0,0,0,0,46,46
LA PAMPA,Conhelo,Eduardo Castex,42035020,1693,1341,0,7,0,1,0,108,3150
LA PAMPA,Conhelo,Mauricio Mayer,42035030,0,0,0,0,0,1,0,30,31
LA PAMPA,Conhelo,Monte Nievas,42035040,0,0,0,0,0,1,0,45,46
LA PAMPA,Conhelo,Rucanelo,42035050,0,0,0,1,0,0,0,26,27
LA PAMPA,Conhelo,Winifreda,42035060,0,192,2,693,2,0,0,195,1084
LA PAMPA,Curacó,Gobernador Duval,42042010,0,0,0,0,0,1,0,83,84
LA PAMPA,Curacó,Puelches,42042020,0,0,0,0,0,1,0,68,69
LA PAMPA,Guatraché,Alpachiri,42070010,0,0,0,2,0,1,0,0,3
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,0,0,0,2,0,1,0,0,3
LA PAMPA,Guatraché,Guatraché,42070030,0,239,0,2,0,1,0,278,520
LA PAMPA,Guatraché,Santa Teresa,42070050,0,0,0,2,0,0,0,0,2
LA PAMPA,Guatraché,Perú,42070040,0,0,0,0,0,0,0,39,39
LA PAMPA,Hucal,Abramo,42077010,0,0,0,1,0,1,0,69,71
LA PAMPA,Hucal,Bernasconi,42077020,37,0,0,1,0,1,0,659,698
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,0,0,0,2,0,0,0,826,828
LA PAMPA,Hucal,Jacinto Arauz,42077050,631,0,0,2,0,2,0,76,711
LA PAMPA,Limay Mahuida,La Reforma,42091010,0,0,0,0,0,1,0,65,66
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,0,0,0,0,0,1,0,16,17
LA PAMPA,Loventué,Carro Quemado,42098010,0,0,0,1,0,1,0,50,52
LA PAMPA,Loventué,Luan Toro,42098030,0,0,0,0,0,1,0,67,68
LA PAMPA,Loventué,Telén,42098040,0,0,0,1,0,1,0,198,200
LA PAMPA,Loventué,Victorica,42098050,0,0,0,2,0,1,0,482,485
LA PAMPA,Loventué,Loventué,42098020,0,0,0,1,0,0,0,0,1
LA PAMPA,Maracó,Agustoni,42105010,0,0,0,0,0,0,0,29,29
LA PAMPA,Maracó,Dorila,42105020,0,0,0,1,0,0,0,53,54
LA PAMPA,Maracó,General Pico,42105030,2535,1,91,15376,91,1,0,3015,21110
LA PAMPA,Maracó,Speluzzi,42105040,0,0,0,1,0,0,0,41,42
LA PAMPA,OTROS,OTROS,Sin Datos,0,1,0,0,0,0,0,0,1
LA PAMPA,Puelén,25 de Mayo,42112020,0,0,0,1027,0,0,0,950,1977
LA PAMPA,Puelén,Puelén,42112010,0,0,1,0,0,2,0,125,128
LA PAMPA,Puelén,Casa De Piedra,42112005,0,0,0,0,0,0,0,47,47
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,0,0,2,550,0,1,0,90,643
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,0,0,0,1,105,1,0,0,107
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,0,0,1,2,113,1,0,143,260
LA PAMPA,Quemú Quemú,Relmo,42119050,0,0,0,0,26,0,0,0,26
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,0,0,0,0,0,0,0,169,169
LA PAMPA,Rancul,Caleufú,42126010,0,350,0,2,0,1,0,0,353
LA PAMPA,Rancul,La Maruja,42126030,0,150,0,0,0,1,0,0,151
LA PAMPA,Rancul,Parera,42126040,0,0,0,455,0,1,0,272,728
LA PAMPA,Rancul,Quetrequén,42126060,0,0,0,1,0,1,0,152,154
LA PAMPA,Rancul,Rancul,42126070,0,0,0,158,0,2,0,677,837
LA PAMPA,Rancul,Pichi Huinca,42126050,0,0,0,1,0,0,0,0,1
LA PAMPA,Realicó,Adolfo Van Praet,42133010,0,6,0,0,0,1,0,23,30
LA PAMPA,Realicó,Alta Italia,42133020,0,0,0,0,0,1,0,463,464
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,0,0,0,2,0,0,0,109,111
LA PAMPA,Realicó,Embajador Martini,42133040,15,0,0,7,0,1,0,531,554
LA PAMPA,Realicó,Falucho,42133050,0,0,0,0,0,1,0,82,83
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,0,0,0,240,0,2,0,1418,1660
LA PAMPA,Realicó,Ojeda,42133070,0,0,0,0,0,0,0,9,9
LA PAMPA,Realicó,Realicó,42133080,171,0,1,1931,0,1,0,1232,3336
LA PAMPA,Toay,Toay,42140020,225,5332,0,557,0,1,0,259,6374
LA PAMPA,Trenel,Arata,42147010,0,0,0,1,0,1,0,256,258
LA PAMPA,Trenel,Metileo,42147020,0,0,0,0,0,1,0,60,61
LA PAMPA,Trenel,Trenel,42147030,84,652,0,0,0,2,0,274,1012
LA PAMPA,Utracán,Ataliva Roca,42154010,0,0,0,2,0,1,0,310,313
LA PAMPA,Utracán,Chacharramendi,42154020,0,0,0,0,0,2,0,85,87
LA PAMPA,Utracán,Colonia Santa María,42154030,0,0,1,1,0,0,0,145,147
LA PAMPA,Utracán,General Acha,42154040,551,2915,0,970,0,3,0,333,4772
LA PAMPA,Utracán,Quehué,42154050,0,0,0,1,0,1,0,242,244
LA PAMPA,Utracán,Unanué,42154060,0,0,0,1,0,0,0,56,57
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,0,0,0,1,0,2,0,0,3
LA RIOJA,Arauco,Aimogasta,46007010,99,2031,0,4,0,1,0,87,2222
LA RIOJA,Arauco,Estación Mazán,46007040,0,0,0,0,0,1,0,14,15
LA RIOJA,Arauco,Villa Mazán,46007050,0,0,0,0,0,0,0,156,156
LA RIOJA,Arauco,Machigasta,46007040,0,0,0,0,0,0,0,3,3
LA RIOJA,Capital,La Rioja,46014010,4720,35425,4,15938,6,4,0,1223,57320
LA RIOJA,Castro Barros,Anillaco,46021020,0,453,0,1,0,1,0,0,455
LA RIOJA,Castro Barros,Los Molinos,46021050,0,49,0,0,0,0,0,4,53
LA RIOJA,Castro Barros,San Pedro,46021070,0,28,0,0,0,0,0,45,73
LA RIOJA,Castro Barros,Aminga,46021010,0,158,0,1,0,0,0,17,176
LA RIOJA,Castro Barros,Anjullón,46021030,0,44,0,1,0,0,0,64,109
LA RIOJA,Castro Barros,Chuquis,46021040,0,39,0,0,0,0,0,0,39
LA RIOJA,Castro Barros,Pinchas,46021060,0,49,0,0,0,0,0,1,50
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,0,0,0,0,0,0,0,5,5
LA RIOJA,Chamical,Chamical,46035010,210,2963,0,8,0,1,0,9,3191
LA RIOJA,Chilecito,Chilecito,46042010,917,4514,0,3336,0,0,0,96,8863
LA RIOJA,Chilecito,Colonia Vichigasta,46042050,0,0,0,0,0,1,0,0,1
LA RIOJA,Chilecito,Los Sarmientos,46042030,0,157,0,0,0,0,0,0,157
LA RIOJA,Chilecito,Nonogasta,46042090,83,824,0,1,0,1,0,6,915
LA RIOJA,Chilecito,San Miguel,46042030,0,60,0,0,0,0,0,5,65
