Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total
2015,3,Tucumán,144,42.0,144
2015,2,Buenos Aires,3,13.0,3
2015,2,Capital Federal,1,10.0,1
2015,2,Catamarca,26,13.0,26
2015,2,Chaco,84,16.0,84
2015,2,Chubut,62,2.0,63
2015,2,Córdoba,610,236.0,610
2015,2,Corrientes,83,28.0,83
2015,2,Entre Ríos,169,183.0,169
2015,2,Formosa,27,37.0,27
2015,2,Jujuy,38,2.0,38
2015,2,La Pampa,64,500.0,64
2015,2,La Rioja,16,18.0,17
2015,2,Mendoza,169,2.0,171
2015,2,Misiones,89,7.0,89
2015,2,Neuquén,96,2.0,98
2015,2,Río Negro,98,1.0,99
2015,2,Salta,98,3.0,98
2015,2,San Juan,51,621.0,52
2015,2,San Luis,13,317.0,13
2015,2,Santa Cruz,25,379.0,26
2015,2,Santa Fe,546,649.0,546
2015,2,Santiago Del Estero,39,3.0,39
2015,2,Tierra Del Fuego,33,619.0,34
2015,2,Tucumán,141,42.0,141
2015,1,Buenos Aires,3,15.0,3
2015,1,Capital Federal,1,12.0,1
2015,1,Catamarca,25,20.0,25
2015,1,Chaco,81,31.0,81
2015,1,Chubut,63,2.0,65
2015,1,Córdoba,597,294.0,597
2015,1,Corrientes,81,43.0,82
2015,1,Entre Ríos,166,231.0,166
2015,1,Formosa,27,43.0,27
2015,1,Jujuy,37,3.0,37
2015,1,La Pampa,62,542.0,63
2015,1,La Rioja,16,23.0,16
2015,1,Mendoza,168,2.0,170
2015,1,Misiones,85,7.0,85
2015,1,Neuquén,93,2.0,96
2015,1,Río Negro,96,1.0,97
2015,1,Salta,97,18.0,97
2015,1,San Juan,51,702.0,52
2015,1,San Luis,13,354.0,13
2015,1,Santa Cruz,26,424.0,27
2015,1,Santa Fe,536,797.0,536
2015,1,Santiago Del Estero,39,8.0,39
2015,1,Tierra Del Fuego,33,730.0,33
2015,1,Tucumán,138,92.0,138
2014,4,Buenos Aires,3,15.0,3
2014,4,Capital Federal,1,12.0,1
2014,4,Catamarca,25,21.0,25
2014,4,Chaco,66,37.0,66
2014,4,Chubut,67,2.0,69
2014,4,Córdoba,590,319.0,590
2014,4,Corrientes,66,54.0,66
2014,4,Entre Ríos,141,246.0,141
2014,4,Formosa,26,51.0,26
2014,4,Jujuy,36,3.0,36
2014,4,La Pampa,57,567.0,57
2014,4,La Rioja,16,23.0,16
2014,4,Mendoza,168,2.0,170
2014,4,Misiones,77,7.0,77
2014,4,Neuquén,93,2.0,95
2014,4,Río Negro,95,1.0,96
2014,4,Salta,94,26.0,94
2014,4,San Juan,51,729.0,52
2014,4,San Luis,13,359.0,13
2014,4,Santa Cruz,25,436.0,26
2014,4,Santa Fe,528,938.0,529
2014,4,Santiago Del Estero,39,9.0,39
2014,4,Tierra Del Fuego,28,741.0,29
2014,4,Tucumán,137,95.0,137
2014,3,Buenos Aires,3,14.0,3
2014,3,Capital Federal,1,11.0,1
2014,3,Catamarca,25,21.0,25
2014,3,Chaco,64,36.0,64
2014,3,Chubut,67,2.0,69
2014,3,Córdoba,585,200.0,585
2014,3,Corrientes,64,33.0,64
2014,3,Entre Ríos,137,115.0,137
2014,3,Formosa,26,64.0,26
2014,3,Jujuy,34,2.0,34
2014,3,La Pampa,62,564.0,62
2014,3,La Rioja,16,23.0,16
2014,3,Mendoza,166,2.0,168
2014,3,Misiones,75,0.0,75
2014,3,Neuquén,100,2.0,102
2014,3,Río Negro,97,1.0,98
2014,3,Salta,93,25.0,93
2014,3,San Juan,51,748.0,52
2014,3,San Luis,13,363.0,13
2014,3,Santa Cruz,26,446.0,26
2014,3,Santa Fe,520,691.0,521
2014,3,Santiago Del Estero,38,9.0,38
2014,3,Tierra Del Fuego,28,755.0,29
2014,3,Tucumán,132,88.0,132
2014,2,Buenos Aires,3,14.0,3
2014,2,Capital Federal,1,11.0,1
2014,2,Catamarca,25,23.0,25
2014,2,Chaco,63,36.0,63
2014,2,Chubut,69,2.0,71
2014,2,Córdoba,577,205.0,577
2014,2,Corrientes,63,33.0,63
2014,2,Entre Ríos,135,115.0,136
2014,2,Formosa,26,65.0,26
2014,2,Jujuy,34,2.0,34
2014,2,La Pampa,55,580.0,56
2014,2,La Rioja,16,23.0,16
2014,2,Mendoza,165,2.0,167
2014,2,Misiones,75,0.0,75
2014,2,Neuquén,90,2.0,92
2014,2,Río Negro,95,1.0,96
2014,2,Salta,92,25.0,92
2014,2,San Juan,51,755.0,52
2014,2,San Luis,13,364.0,13
2014,2,Santa Cruz,27,459.0,27
2014,2,Santa Fe,512,605.0,512
2014,2,Santiago Del Estero,38,9.0,38
2014,2,Tierra Del Fuego,27,766.0,28
2014,2,Tucumán,132,88.0,132
2014,1,Buenos Aires,3,14.0,3
2014,1,Capital Federal,1,11.0,1
2014,1,Catamarca,24,23.0,24
2014,1,Chaco,63,36.0,63
2014,1,Chubut,68,2.0,70
2014,1,Córdoba,567,205.0,567
2014,1,Corrientes,62,33.0,62
2014,1,Entre Ríos,134,115.0,134
2014,1,Formosa,25,87.0,25
2014,1,Jujuy,34,2.0,34
2014,1,La Pampa,54,592.0,54
2014,1,La Rioja,16,23.0,16
2014,1,Mendoza,164,2.0,166
2014,1,Misiones,74,0.0,74
2014,1,Neuquén,88,2.0,90
2014,1,Río Negro,94,1.0,95
2014,1,Salta,91,25.0,91
2014,1,San Juan,51,755.0,51
2014,1,San Luis,12,364.0,13
2014,1,Santa Cruz,26,460.0,27
2014,1,Santa Fe,506,612.0,507
2014,1,Santiago Del Estero,37,9.0,37
2014,1,Tierra Del Fuego,27,766.0,28
2014,1,Tucumán,130,88.0,130
