Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps
CORRIENTES,Capital,Riachuelo,18021040,,,,,1.0,,,,,,70.0,,,22.0,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Capital,San Cayetano,18021050,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Concepción,Concepción,18028010,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Concepción,Santa Rosa,18028020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Concepción,Tabay,18028030,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Concepción,Tatacua,18028040,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Curuzú Cuatiá,Cazadores Correntinos,18035010,,,,,1.0,,,1.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,18035020,4.486,,,1.0,2.0,,58.0,22.0,,,1.304,,,85.0,,234.0,23.0,,23.0,239.0,,,,48.0,,3.117,,,2.0,,,,66.0,15.0,,,483.0,,,,,,,,,,,85.0,,1.0,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,
CORRIENTES,Curuzú Cuatiá,Perugorría,18035030,,,,,1.0,,,1.0,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Empedrado,El Sombrero,18042010,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Empedrado,Empedrado,18042020,,,,,2.0,,,5.0,,,2.0,,,326.0,,,,,100.0,113.0,,,,,,499.0,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Esquina,Esquina,18049010,1.5,,,,1.0,,,3.0,,,,,,16.0,,,,,,1.05,,,,,,637.0,,,,,,,48.0,,,,19.0,,,,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Esquina,Pueblo Libertador,18049020,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,General Alvear,Alvear,18056010,1.0,,,1.0,,,,5.0,,,,,,12.0,,,,,,95.0,,,,,,337.0,,,,,,,49.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,General Paz,Itá Ibaté,18063010,,,,1.0,2.0,,,2.0,,,4.0,,,3.0,,,,,,11.0,,,,,,107.0,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,General Paz,Lomas de Vallejos,18063020,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,18063030,,,,,,,,1.0,,,49.0,,,31.0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,General Paz,Palmar Grande,18063040,,,,,1.0,,,,,,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Goya,Colonia Carolina,18070010,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Goya,Goya,18070020,,,,,4.0,,,73.0,,,,,,390.0,,,1.64,,,520.0,,,,2.733,,800.0,,,,,,,42.0,1.093,,,654.0,,,,,,,,,,,19.0,,,,,,,,,,,,,,7.424,,,,,,,,,,,,,,,,,
CORRIENTES,ItatÍ,Itatí,18077010,,,,,1.0,,,2.0,,,,,,19.0,,,7.0,,,50.0,,,,,,296.0,,,,,,,59.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,ItatÍ,Ramada Paso,18077020,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Ituzaingó,Colonia Liebig's,18084010,,,,,1.0,,,20.0,,,285.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Ituzaingó,Ituzaingó,18084020,1.0,,,,1.0,,,156.0,,,,,,130.0,,,,,,437.0,,,,,,766.0,,,,,,,70.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Ituzaingó,Villa Olivari,18084050,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,18091020,,,,,1.0,,,,,,,,,96.0,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Lavalle,Lavalle,18091030,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Lavalle,Santa Lucía,18091040,2.0,,,,1.0,,,523.0,,,218.0,,,83.0,,,,,,8.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Mburucuyá,Mburucuyá,18098010,,,,1.0,1.0,,,,,,43.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Mercedes,Felipe Yofré,18105010,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Mercedes,Mariano I. Loza  (Est. Justino Solari),18105020,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Mercedes,Mercedes,18105030,6.0,,,,1.0,,60.0,13.0,,,,,,65.0,,242.0,,,,351.0,,,,1.663,,1.66,,,,,,,343.0,,,,11.0,,,,,,91.0,,,,,1.0,,,,,,,,,,,,,,1.747,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Colonia Libertad,18112010,,,,,,,,1.0,,,,,,1.0,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Estación Libertad,18112020,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Juan Pujol,18112030,,,,1.0,1.0,,,,,,,,,,,,50.0,,123.0,,,,,,,40.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Mocoretá,18112040,,,,,1.0,,,,,,,,,,,,,,6.0,12.0,,,,,,198.0,,,,,,,4.0,,,,68.0,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Monte Caseros,18112050,,,,,1.0,,,1.092,,,171.0,,,207.0,,,,,91.0,534.0,,,,,,1.922,,,,,,,54.0,,,,66.0,,,,,,39.0,,,,,1.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Parada Acuña,18112060,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Parada Labougle,18112070,,,,,,,,,,,,,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,OTROS,OTROS,Sin Datos,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Paso de los Libres,Bonpland,18119010,1.0,,,,,,,1.0,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Paso de los Libres,Parada Pucheta,18119020,,,,,,,,1.0,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Paso de los Libres,Paso de los Libres,18119030,7.0,,,,1.0,,,314.0,,,,,,782.0,,,,,,850.0,,,,,,2.07,,,,,,,145.0,,,,109.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
CORRIENTES,Saladas,Saladas,18126010,,,,,2.0,,,14.0,,,,,,17.0,,,,,,158.0,,,,,,530.0,,,,,,,49.0,,,,38.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Saladas,San Lorenzo,18126020,50.0,,,,1.0,,,,,,17.0,,,1.0,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Cosme,Paso de la Patria,18133020,,,,,1.0,,,,,,,,,163.0,,,15.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Cosme,San Cosme,18133030,,,,,1.0,,,,,,1.0,,,158.0,,,1.0,,,12.0,,,,,,75.0,,,,,,,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Cosme,Santa Ana,18133040,,,,,,,,,,,24.0,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Luis del Palmar,San Luis del Palmar,18140010,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Martín,La Cruz,18147030,,,,,1.0,,,3.0,,,,,,2.0,,,,,,50.0,,,,,,204.0,,,,,,,40.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Miguel,Loreto,18154010,1.0,,,,,,,,,,32.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Miguel,San Miguel,18154020,,,,,1.0,,,,,,86.0,,,11.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Roque,Chavarría,18161010,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),18161040,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Roque,San Roque,18161050,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,18168030,7.0,,,1.0,1.0,,,4.0,,,,,,14.0,,,,,,166.0,,,,,,731.0,,,,,,,106.0,,,,71.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,José Rafael Gómez,18168010,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,Santo Tomé,18168040,1.268,,,,1.0,,,9.0,,,,,,112.0,,,,,,726.0,,,,,,1.332,,,,,,,151.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Sauce,Sauce,18175010,0.0,,,,2.0,,,,,,,,,,,,,,998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Arroyo Barú,30008010,0.0,,,,,,,33.0,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Colón,30008020,0.0,,,2.0,2.0,,,19.0,,,2.0,,,177.0,,,47.0,,97.0,408.0,,,,,,1.94,,,,,,,26.0,,,,196.0,,,,,,,,,,,300.0,,,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Colonia Hugues,30008030,0.0,,,,,,,,,,,,,,,,28.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,El Brillante,30008100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Hambis,30008040,,,,,,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Hocker,30008050,0.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,La Clarita,30008060,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Pueblo Liebig's,30008080,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,San José,30008090,0.0,,,,,,,12.0,,,,,,13.0,,,163.0,,1.0,227.0,,,,,,737.0,,,,,,,68.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Ubajay,30008100,,,,,,,,,,,,,,92.0,,,,,,2.0,,,,,,13.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Villa  Elisa,30008110,0.0,,,0.0,,,,16.0,,,,,,23.0,,,64.0,,,1.252,,,,,,551.0,,,,,,,62.0,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Calabacilla,30015010,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Clodomiro Ledesma,30015020,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Colonia Ayuí,30015030,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Concordia,30015060,0.0,,,1.0,,,,231.0,,,29.0,,,803.0,,,7.0,,18.0,2.557,,,,,,6.041,,,,,,,265.0,,,,99.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Estación Yeruá,30015080,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
